page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
15632,Shrew (Warpies) (Earth-616),\/Shrew_(Warpies)_(Earth-616),Secret Identity,,,Red Hair,Female Characters,,Living Characters,2,Feb-93,1993
16971,Silkworm (Warpies) (Earth-616),\/Silkworm_(Warpies)_(Earth-616),Secret Identity,Good Characters,,Green Hair,Male Characters,,Living Characters,2,Mar-93,1993
288968,Smith (Enhanced) (Earth-616),\/Smith_(Enhanced)_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Dec-93,1993
16976,Snoop (Earth-616),\/Snoop_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Jan-93,1993
257700,Sparky the Lightning Kid (Earth-616),\/Sparky_the_Lightning_Kid_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Jan-93,1993
398868,Technovore (Earth-616),\/Technovore_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Jul-93,1993
282469,Teddy Matson (Earth-616),\/Teddy_Matson_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,Mar-93,1993
62803,Thomas Greaves (Earth-616),\/Thomas_Greaves_(Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,2,Jul-93,1993
509667,Thrym (Earth-616),\/Thrym_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Oct-93,1993
248714,Todd Hunter (Earth-616),\/Todd_Hunter_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2,Aug-93,1993
83373,Tony Trainer (Earth-616),\/Tony_Trainer_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2,Dec-93,1993
32140,Transfaser (Earth-616),\/Transfaser_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Sep-93,1993
244823,Tribune (Tane) (Earth-616),\/Tribune_(Tane)_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,2,Sep-93,1993
419799,Troubleshooter (Earth-616),\/Troubleshooter_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Apr-93,1993
289012,Tudo Sokuto (Earth-616),\/Tudo_Sokuto_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Nov-93,1993
246263,Victor Lillian (Earth-616),\/Victor_Lillian_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Dec-93,1993
27596,Vor (Earth-616),\/Vor_(Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,2,Jun-93,1993
126899,Walter Slocum (Earth-616),\/Walter_Slocum_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,Feb-93,1993
289059,War-Crime (Earth-616),\/War-Crime_(Earth-616),Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,,Living Characters,2,Dec-93,1993
18829,Willard Jaxton (Earth-616),\/Willard_Jaxton_(Earth-616),,,,,Male Characters,,Living Characters,2,Nov-93,1993
93218,Xan Fthgnr (Earth-616),\/Xan_Fthgnr_(Earth-616),Secret Identity,Good Characters,,Blue Hair,Female Characters,,Living Characters,2,Sep-93,1993
21603,Zamanathan Rambunazeth (Earth-616),\/Zamanathan_Rambunazeth_(Earth-616),,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Jun-93,1993
18435,Afterburner (Earth-616),\/Afterburner_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,2,Feb-94,1994
309454,Aftermath (Sleeper) (Earth-616),\/Aftermath_(Sleeper)_(Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Male Characters,,Living Characters,2,Jan-94,1994
18420,Agent 22 (Earth-616),\/Agent_22_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,2,Oct-94,1994
171617,Allegra (Earth-616),\/Allegra_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Mar-94,1994
349981,Anton Devine (Earth-616),\/Anton_Devine_(Earth-616),,,,,Male Characters,,Living Characters,2,Apr-94,1994
244323,Armorer (Earth-616),\/Armorer_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-94,1994
120256,Bailiff (Hellstorm) (Earth-616),\/Bailiff_(Hellstorm)_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,2,Sep-94,1994
29826,Baranka (Earth-616),\/Baranka_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,,Male Characters,,Living Characters,2,Jun-94,1994
63099,Barb (Employee of Arcade) (Earth-616),\/Barb_(Employee_of_Arcade)_(Earth-616),Secret Identity,,Yellow Eyes,No Hair,Male Characters,,Living Characters,2,Jun-94,1994
235916,Barbara Rave (Earth-616),\/Barbara_Rave_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Feb-94,1994
16665,Benedict Kine (Earth-616),\/Benedict_Kine_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,2,Oct-94,1994
57940,Blue Shark (Earth-616),\/Blue_Shark_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Living Characters,2,Mar-94,1994
57941,Bombadier (Elvis) (Earth-616),\/Bombadier_(Elvis)_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,2,Mar-94,1994
93018,Brian Lash (Earth-616),\/Brian_Lash_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jul-94,1994
558751,Brilliant One (Earth-616),\/Brilliant_One_(Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,2,Apr-94,1994
480799,Burlos (Earth-616),\/Burlos_(Earth-616),Public Identity,,Blue Eyes,Red Hair,Male Characters,,Living Characters,2,Aug-94,1994
73309,Chris Paxton (Earth-616),\/Chris_Paxton_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Sep-94,1994
635463,Deadaim (Earth-616),\/Deadaim_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Feb-94,1994
16068,Desmond Kline (Earth-616),\/Desmond_Kline_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,2,Jan-94,1994
639635,Drasil (Earth-616),\/Drasil_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jul-94,1994
44197,Eleyn (Earth-616),\/Eleyn_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,2,Jan-94,1994
685238,Elsa Chandler (Earth-616),\/Elsa_Chandler_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,2,May-94,1994
18313,Enigmo (Earth-616),\/Enigmo_(Earth-616),Secret Identity,,Brown Eyes,Red Hair,Male Characters,,Living Characters,2,Jan-94,1994
686539,Faze (Cobalt) (Earth-616),\/Faze_(Cobalt)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,2,Jul-94,1994
534239,Fletcher (Earth-616),\/Fletcher_(Earth-616),Public Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,2,Dec-94,1994
21726,Godstalker (Earth-616),\/Godstalker_(Earth-616),,,,,,,Living Characters,2,Nov-94,1994
530070,Gregory Slivovitz (Earth-616),\/Gregory_Slivovitz_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Aug-94,1994
309467,Herbert Isaacs (Earth-616),\/Herbert_Isaacs_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Jan-94,1994
20233,James Raydar (Earth-616),\/James_Raydar_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,2,Jan-94,1994
505978,Jennifer Burke (Earth-616),\/Jennifer_Burke_(Earth-616),,,,,Female Characters,,Living Characters,2,Aug-94,1994
280680,Jessie Drake (Earth-616),\/Jessie_Drake_(Earth-616),,,Brown Eyes,Blond Hair,Female Characters,Transgender Characters,Living Characters,2,Mar-94,1994
260009,Jim Redfield (Earth-616),\/Jim_Redfield_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,2,Nov-94,1994
639633,Jongalt (Earth-616),\/Jongalt_(Earth-616),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2,Jul-94,1994
748149,Killobyte (Joey) (Earth-616),\/Killobyte_(Joey)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,Mar-94,1994
247348,Lady Trident (Earth-616),\/Lady_Trident_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,Jul-94,1994
83217,LaVoisin (Earth-616),\/LaVoisin_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,2,Jul-94,1994
63100,Link (Employee of Arcade) (Earth-616),\/Link_(Employee_of_Arcade)_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Jun-94,1994
480861,Lord Ludox (Earth-616),\/Lord_Ludox_(Earth-616),Public Identity,,,Red Hair,Male Characters,,Deceased Characters,2,Aug-94,1994
507277,Luten (Earth-616),\/Luten_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,Jun-94,1994
692306,Mack (Earth-616),\/Mack_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,Apr-94,1994
639634,Mara (Earth-616),\/Mara_(Earth-616),Public Identity,Good Characters,Black Eyes,,Female Characters,,Living Characters,2,Jul-94,1994
18741,Marissa Paulsen (Earth-616),\/Marissa_Paulsen_(Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,2,Feb-94,1994
43950,Maurice Fortuit (Earth-616),\/Maurice_Fortuit_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Deceased Characters,2,Oct-94,1994
692304,McCleod (Earth-616),\/McCleod_(Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,2,Apr-94,1994
731946,Mephitisoid (Earth-616),\/Mephitisoid_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,White Hair,Male Characters,,Living Characters,2,Sep-94,1994
63101,Mister Nice (Earth-616),\/Mister_Nice_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Jun-94,1994
480829,Moina (Earth-616),\/Moina_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Aug-94,1994
171619,Munchkin (Earth-616),\/Munchkin_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Mar-94,1994
530071,Murder (Sally) (Earth-616),\/Murder_(Sally)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Aug-94,1994
642628,"Phillip Cussler, Jr. (Earth-616)","\/Phillip_Cussler,_Jr._(Earth-616)",Public Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Aug-94,1994
642629,"Phillip Cussler, Sr. (Earth-616)","\/Phillip_Cussler,_Sr._(Earth-616)",Public Identity,,Blue Eyes,White Hair,Male Characters,,Living Characters,2,Aug-94,1994
171717,Psychobabble (Earth-616),\/Psychobabble_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,2,Aug-94,1994
78026,Pyromania (Nolan) (Earth-616),\/Pyromania_(Nolan)_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-94,1994
83526,Raze (Earth-616),\/Raze_(Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2,Feb-94,1994
289332,Remora (Atlantean) (Earth-616),\/Remora_(Atlantean)_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,2,Jan-94,1994
123069,Rick Stoner (Earth-616),\/Rick_Stoner_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,2,May-94,1994
639632,Rion (Earth-616),\/Rion_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blue Hair,Male Characters,,Deceased Characters,2,Jun-94,1994
63102,Sadista (Earth-616),\/Sadista_(Earth-616),Secret Identity,,Red Eyes,Red Hair,Female Characters,,Living Characters,2,Jun-94,1994
315582,Second Sleeper (Earth-616),\/Second_Sleeper_(Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,2,Jan-94,1994
255372,Shamari Asbery (Earth-616),\/Shamari_Asbery_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Oct-94,1994
171971,Sherman Ashley (Earth-616),\/Sherman_Ashley_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Feb-94,1994
63098,Short Fuse (Earth-616),\/Short_Fuse_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,2,Jun-94,1994
16023,Simon Janson (Earth-616),\/Simon_Janson_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,2,Nov-94,1994
535743,Stefan of Symkaria (Earth-616),\/Stefan_of_Symkaria_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,May-94,1994
34676,Stephen Loss (Earth-616),\/Stephen_Loss_(Earth-616),Public Identity,Good Characters,Black Eyes,Grey Hair,Male Characters,,Living Characters,2,Mar-94,1994
530072,Strangler (Shatterforce) (Earth-616),\/Strangler_(Shatterforce)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Aug-94,1994
480911,Sutekh (Earth-616),\/Sutekh_(Earth-616),No Dual Identity,,Red Eyes,,Male Characters,,Deceased Characters,2,Aug-94,1994
18739,Talan (Earth-616),\/Talan_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,2,Feb-94,1994
564997,Tantalus (Earth-616),\/Tantalus_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,2,Jun-94,1994
530076,Thera (Shadow Consortium) (Earth-616),\/Thera_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,2,Sep-94,1994
116254,Tiberius Car (Earth-616),\/Tiberius_Car_(Earth-616),,Bad Characters,Brown Eyes,,Male Characters,,Living Characters,2,Nov-94,1994
564999,Tityus (Earth-616),\/Tityus_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,2,Jun-94,1994
247328,Touchstone (Earth-616),\/Touchstone_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,2,Jun-94,1994
279915,Trace Miller (Earth-616),\/Trace_Miller_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Aug-94,1994
556379,Trieste Rahn (Earth-616),\/Trieste_Rahn_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,2,Jan-94,1994
44750,Tupac Amaru (Earth-616),\/Tupac_Amaru_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-94,1994
20966,Tzadqiel (Earth-616),\/Tzadqiel_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Oct-94,1994
687311,Vandal (Earth-616),\/Vandal_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-94,1994
43144,Verdelet (Earth-616),\/Verdelet_(Earth-616),,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,2,Jul-94,1994
740334,Vittio (Earth-616),\/Vittio_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,2,Mar-94,1994
507237,Vivali (Earth-616),\/Vivali_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,Jun-94,1994
591417,Vranx (Earth-616),\/Vranx_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2,Feb-94,1994
18631,Wildwind (Earth-616),\/Wildwind_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Jun-94,1994
34303,Zahgurim (Earth-616),\/Zahgurim_(Earth-616),,Bad Characters,White Eyes,No Hair,,,Living Characters,2,Mar-94,1994
477474,Zardok (Earth-616),\/Zardok_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,2,Jan-94,1994
748407,Zoroaster (Earth-616),\/Zoroaster_(Earth-616),,Bad Characters,White Eyes,Black Hair,,,Living Characters,2,Aug-94,1994
13452,Aldebron (Earth-616),\/Aldebron_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Dec-95,1995
18718,Arnold Urich (Earth-616),\/Arnold_Urich_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Oct-95,1995
341937,Benjamin Russell (Earth-616),\/Benjamin_Russell_(Earth-616),,,Blue Eyes,Red Hair,Male Characters,,Living Characters,2,Sep-95,1995
653541,Brazo (Earth-616),\/Brazo_(Earth-616),Public Identity,,,Blond Hair,Male Characters,,Deceased Characters,2,Apr-95,1995
67322,Carson Rowntree (Earth-616),\/Carson_Rowntree_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-95,1995
263255,Cedaric (Earth-616),\/Cedaric_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,May-95,1995
655361,Clash (Earth-616),\/Clash_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Jun-95,1995
655360,Cordite (Earth-616),\/Cordite_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Jun-95,1995
109136,Doctor Brucknerr (Earth-616),\/Doctor_Brucknerr_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,2,Oct-95,1995
663040,Domitian (Earth-616),\/Domitian_(Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Living Characters,2,Mar-95,1995
125885,Elalyth (Earth-616),\/Elalyth_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,2,Feb-95,1995
121370,Eleven (Rupinski) (Earth-616),\/Eleven_(Rupinski)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,Sep-95,1995
536200,Eva Slougart (Earth-616),\/Eva_Slougart_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,2,Mar-95,1995
654388,Firefist (Earth-616),\/Firefist_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,Jun-95,1995
655363,Flare (Shadowforce Alpha) (Earth-616),\/Flare_(Shadowforce_Alpha)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jun-95,1995
121373,Four (Eugenix) (Earth-616),\/Four_(Eugenix)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,Sep-95,1995
16475,Gunshot (Earth-616),\/Gunshot_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2,Dec-95,1995
340309,Hanna Verschlagen (Earth-616),\/Hanna_Verschlagen_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,2,Jan-95,1995
535529,Huike (Earth-616),\/Huike_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Jan-95,1995
535180,Jung Sakamura (Earth-616),\/Jung_Sakamura_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Jan-95,1995
663047,Kaef (Earth-616),\/Kaef_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Mar-95,1995
690299,Kanan (Earth-616),\/Kanan_(Earth-616),,,,Brown Hair,Male Characters,,Deceased Characters,2,May-95,1995
18716,Ken Urich (Earth-616),\/Ken_Urich_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,Oct-95,1995
244162,Kiwi (Earth-616),\/Kiwi_(Earth-616),,Good Characters,,,,,Living Characters,2,Sep-95,1995
558255,Kraa (Luphomoid) (Earth-616),\/Kraa_(Luphomoid)_(Earth-616),Public Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,2,Mar-95,1995
477900,Laura (Earth-616),\/Laura_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,2,Nov-95,1995
482188,Little Shadow (Earth-616),\/Little_Shadow_(Earth-616),Secret Identity,Bad Characters,,,,,Deceased Characters,2,Jun-95,1995
18715,Mindy Urich (Earth-616),\/Mindy_Urich_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,2,Oct-95,1995
121371,Nine (Eugenix) (Earth-616),\/Nine_(Eugenix)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Sep-95,1995
121374,One (Eugenix) (Earth-616),\/One_(Eugenix)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Sep-95,1995
243117,Onyx (Earth-616),\/Onyx_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,2,Sep-95,1995
249427,Owen Segar (Earth-616),\/Owen_Segar_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Mar-95,1995
16868,Preacher (Earth-616),\/Preacher_(Earth-616),,,,Red Hair,Male Characters,,Living Characters,2,Nov-95,1995
656626,Pro (Earth-616),\/Pro_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,2,Nov-95,1995
555696,Ramrog (Earth-616),\/Ramrog_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,2,Dec-95,1995
286632,Ricko (Earth-616),\/Ricko_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,Oct-95,1995
536644,Robert Jameson (Earth-616),\/Robert_Jameson_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Mar-95,1995
67324,Sanction (Aaron) (Earth-616),\/Sanction_(Aaron)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-95,1995
259031,Scaldings (Earth-616),\/Scaldings_(Earth-616),,Bad Characters,,,,,Living Characters,2,Oct-95,1995
105981,Shell (Shadowforce Alpha) (Earth-616),\/Shell_(Shadowforce_Alpha)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2,Jun-95,1995
655364,Shot (Earth-616),\/Shot_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jun-95,1995
555700,Sidereus (Earth-616),\/Sidereus_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2,Dec-95,1995
689371,Simon Mycroft (Earth-616),\/Simon_Mycroft_(Earth-616),Public Identity,,,Red Hair,Male Characters,,Living Characters,2,May-95,1995
686712,Skyline Killer (Earth-616),\/Skyline_Killer_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,2,Mar-95,1995
243134,Slug (Alien) (Earth-616),\/Slug_(Alien)_(Earth-616),,Good Characters,,,,,Deceased Characters,2,Sep-95,1995
655362,Stampede (Earth-616),\/Stampede_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2,Jun-95,1995
402002,Sven Claris (Earth-616),\/Sven_Claris_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jul-95,1995
685096,The One (Earth-616),\/The_One_(Earth-616),,,,,Male Characters,,Deceased Characters,2,May-95,1995
482203,Tolometh (Earth-616),\/Tolometh_(Earth-616),Secret Identity,Bad Characters,Red Eyes,,,,Living Characters,2,Jun-95,1995
169802,Tom\u00e1s Aguado (Earth-616),\/Tom%C3%A1s_Aguado_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-95,1995
640358,Tuzun Thune (Earth-616),\/Tuzun_Thune_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,2,Mar-95,1995
121369,Twelve (Carl) (Earth-616),\/Twelve_(Carl)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Sep-95,1995
10127,Aaidan Blomfield (Earth-616),\/Aaidan_Blomfield_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Jul-96,1996
335958,Adam Essex (Earth-616),\/Adam_Essex_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,2,Jul-96,1996
3811,Angelface (Earth-616),\/Angelface_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,2,May-96,1996
493518,Baal (Sandstormers) (Earth-616),\/Baal_(Sandstormers)_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2,Oct-96,1996
10129,Boudica Gorman (Earth-616),\/Boudica_Gorman_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Jul-96,1996
16221,Carly Alvarez (Earth-616),\/Carly_Alvarez_(Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,2,Nov-96,1996
23873,Cold Winter (Earth-616),\/Cold_Winter_(Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2,Jan-96,1996
663604,Creaux (Earth-616),\/Creaux_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,2,Dec-96,1996
348988,Donald Blake (Heroes Reborn) (Earth-616),\/Donald_Blake_(Heroes_Reborn)_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,2,Nov-96,1996
101629,Harith Damyish (Earth-616),\/Harith_Damyish_(Earth-616),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,2,Dec-96,1996
68905,Hughes A\u00eft-Kaci (Earth-616),\/Hughes_A%C3%AFt-Kaci_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-96,1996
114022,Jane Foster (Heroes Reborn) (Earth-616),\/Jane_Foster_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,2,Nov-96,1996
625734,Jara (Earth-616),\/Jara_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,2,Apr-96,1996
436026,Lawrence Evans (Earth-616),\/Lawrence_Evans_(Earth-616),,Bad Characters,Brown Eyes,,Male Characters,,Living Characters,2,Nov-96,1996
94360,Marilou (Earth-616),\/Marilou_(Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,,Deceased Characters,2,Feb-96,1996
689267,Mexxa Rien (Earth-616),\/Mexxa_Rien_(Earth-616),No Dual Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,2,Mar-96,1996
301464,Michael Fleet (Earth-616),\/Michael_Fleet_(Earth-616),Secret Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,2,Oct-96,1996
268661,Mr. Shaw (Earth-616),\/Mr._Shaw_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,2,Jul-96,1996
665029,Paul Sousa (Earth-616),\/Paul_Sousa_(Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,2,Nov-96,1996
466434,Philip Fleming (Earth-616),\/Philip_Fleming_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Feb-96,1996
259039,Price (Worldengine) (Earth-616),\/Price_(Worldengine)_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,2,Jan-96,1996
